main_class_id|binary_class_id|num_active_effects|de_noise_reg|dynamic_reg|eq_reg|de_esser_reg|reverb_reg|limiter_reg|mean_reg|de_noise_profile|dynamic_profile|eq_profile|de_esser_profile|reverb_profile|limiter_profile|merged_profile
1313|61|5|0.5|0.5|0.8333333333333334|1.0|0.0|1.0|0.638888888888889|p1|p2|p5|p2|p0|p1|p1-p2-p5-p2-p0-p1
1314|62|5|0.5|0.5|0.8333333333333334|1.0|0.3333333333333333|0.0|0.5277777777777778|p1|p2|p5|p2|p1|p0|p1-p2-p5-p2-p1-p0
1315|63|6|0.5|0.5|0.8333333333333334|1.0|0.3333333333333333|1.0|0.6944444444444445|p1|p2|p5|p2|p1|p1|p1-p2-p5-p2-p1-p1
1316|62|5|0.5|0.5|0.8333333333333334|1.0|0.6666666666666666|0.0|0.5833333333333334|p1|p2|p5|p2|p2|p0|p1-p2-p5-p2-p2-p0
1317|63|6|0.5|0.5|0.8333333333333334|1.0|0.6666666666666666|1.0|0.75|p1|p2|p5|p2|p2|p1|p1-p2-p5-p2-p2-p1
1318|62|5|0.5|0.5|0.8333333333333334|1.0|1.0|0.0|0.638888888888889|p1|p2|p5|p2|p3|p0|p1-p2-p5-p2-p3-p0
1319|63|6|0.5|0.5|0.8333333333333334|1.0|1.0|1.0|0.8055555555555557|p1|p2|p5|p2|p3|p1|p1-p2-p5-p2-p3-p1
1320|56|3|0.5|0.5|1.0|0.0|0.0|0.0|0.3333333333333333|p1|p2|p6|p0|p0|p0|p1-p2-p6-p0-p0-p0
1321|57|4|0.5|0.5|1.0|0.0|0.0|1.0|0.5|p1|p2|p6|p0|p0|p1|p1-p2-p6-p0-p0-p1
1322|58|4|0.5|0.5|1.0|0.0|0.3333333333333333|0.0|0.3888888888888889|p1|p2|p6|p0|p1|p0|p1-p2-p6-p0-p1-p0
1323|59|5|0.5|0.5|1.0|0.0|0.3333333333333333|1.0|0.5555555555555556|p1|p2|p6|p0|p1|p1|p1-p2-p6-p0-p1-p1
1324|58|4|0.5|0.5|1.0|0.0|0.6666666666666666|0.0|0.4444444444444444|p1|p2|p6|p0|p2|p0|p1-p2-p6-p0-p2-p0
1325|59|5|0.5|0.5|1.0|0.0|0.6666666666666666|1.0|0.611111111111111|p1|p2|p6|p0|p2|p1|p1-p2-p6-p0-p2-p1
1326|58|4|0.5|0.5|1.0|0.0|1.0|0.0|0.5|p1|p2|p6|p0|p3|p0|p1-p2-p6-p0-p3-p0
1327|59|5|0.5|0.5|1.0|0.0|1.0|1.0|0.6666666666666666|p1|p2|p6|p0|p3|p1|p1-p2-p6-p0-p3-p1
1328|60|4|0.5|0.5|1.0|0.5|0.0|0.0|0.4166666666666667|p1|p2|p6|p1|p0|p0|p1-p2-p6-p1-p0-p0
1329|61|5|0.5|0.5|1.0|0.5|0.0|1.0|0.5833333333333334|p1|p2|p6|p1|p0|p1|p1-p2-p6-p1-p0-p1
1330|62|5|0.5|0.5|1.0|0.5|0.3333333333333333|0.0|0.4722222222222222|p1|p2|p6|p1|p1|p0|p1-p2-p6-p1-p1-p0
1331|63|6|0.5|0.5|1.0|0.5|0.3333333333333333|1.0|0.638888888888889|p1|p2|p6|p1|p1|p1|p1-p2-p6-p1-p1-p1
1332|62|5|0.5|0.5|1.0|0.5|0.6666666666666666|0.0|0.5277777777777778|p1|p2|p6|p1|p2|p0|p1-p2-p6-p1-p2-p0
1333|63|6|0.5|0.5|1.0|0.5|0.6666666666666666|1.0|0.6944444444444443|p1|p2|p6|p1|p2|p1|p1-p2-p6-p1-p2-p1
1334|62|5|0.5|0.5|1.0|0.5|1.0|0.0|0.5833333333333334|p1|p2|p6|p1|p3|p0|p1-p2-p6-p1-p3-p0
1335|63|6|0.5|0.5|1.0|0.5|1.0|1.0|0.75|p1|p2|p6|p1|p3|p1|p1-p2-p6-p1-p3-p1
1336|60|4|0.5|0.5|1.0|1.0|0.0|0.0|0.5|p1|p2|p6|p2|p0|p0|p1-p2-p6-p2-p0-p0
1337|61|5|0.5|0.5|1.0|1.0|0.0|1.0|0.6666666666666666|p1|p2|p6|p2|p0|p1|p1-p2-p6-p2-p0-p1
1338|62|5|0.5|0.5|1.0|1.0|0.3333333333333333|0.0|0.5555555555555556|p1|p2|p6|p2|p1|p0|p1-p2-p6-p2-p1-p0
1339|63|6|0.5|0.5|1.0|1.0|0.3333333333333333|1.0|0.7222222222222223|p1|p2|p6|p2|p1|p1|p1-p2-p6-p2-p1-p1
1340|62|5|0.5|0.5|1.0|1.0|0.6666666666666666|0.0|0.611111111111111|p1|p2|p6|p2|p2|p0|p1-p2-p6-p2-p2-p0
1341|63|6|0.5|0.5|1.0|1.0|0.6666666666666666|1.0|0.7777777777777777|p1|p2|p6|p2|p2|p1|p1-p2-p6-p2-p2-p1
1342|62|5|0.5|0.5|1.0|1.0|1.0|0.0|0.6666666666666666|p1|p2|p6|p2|p3|p0|p1-p2-p6-p2-p3-p0
1343|63|6|0.5|0.5|1.0|1.0|1.0|1.0|0.8333333333333334|p1|p2|p6|p2|p3|p1|p1-p2-p6-p2-p3-p1
1344|48|2|0.5|0.75|0.0|0.0|0.0|0.0|0.2083333333333333|p1|p3|p0|p0|p0|p0|p1-p3-p0-p0-p0-p0
1345|49|3|0.5|0.75|0.0|0.0|0.0|1.0|0.375|p1|p3|p0|p0|p0|p1|p1-p3-p0-p0-p0-p1
1346|50|3|0.5|0.75|0.0|0.0|0.3333333333333333|0.0|0.2638888888888889|p1|p3|p0|p0|p1|p0|p1-p3-p0-p0-p1-p0
1347|51|4|0.5|0.75|0.0|0.0|0.3333333333333333|1.0|0.4305555555555555|p1|p3|p0|p0|p1|p1|p1-p3-p0-p0-p1-p1
1348|50|3|0.5|0.75|0.0|0.0|0.6666666666666666|0.0|0.3194444444444444|p1|p3|p0|p0|p2|p0|p1-p3-p0-p0-p2-p0
1349|51|4|0.5|0.75|0.0|0.0|0.6666666666666666|1.0|0.4861111111111111|p1|p3|p0|p0|p2|p1|p1-p3-p0-p0-p2-p1
1350|50|3|0.5|0.75|0.0|0.0|1.0|0.0|0.375|p1|p3|p0|p0|p3|p0|p1-p3-p0-p0-p3-p0
1351|51|4|0.5|0.75|0.0|0.0|1.0|1.0|0.5416666666666666|p1|p3|p0|p0|p3|p1|p1-p3-p0-p0-p3-p1
1352|52|3|0.5|0.75|0.0|0.5|0.0|0.0|0.2916666666666667|p1|p3|p0|p1|p0|p0|p1-p3-p0-p1-p0-p0
1353|53|4|0.5|0.75|0.0|0.5|0.0|1.0|0.4583333333333333|p1|p3|p0|p1|p0|p1|p1-p3-p0-p1-p0-p1
1354|54|4|0.5|0.75|0.0|0.5|0.3333333333333333|0.0|0.3472222222222222|p1|p3|p0|p1|p1|p0|p1-p3-p0-p1-p1-p0
1355|55|5|0.5|0.75|0.0|0.5|0.3333333333333333|1.0|0.513888888888889|p1|p3|p0|p1|p1|p1|p1-p3-p0-p1-p1-p1
1356|54|4|0.5|0.75|0.0|0.5|0.6666666666666666|0.0|0.4027777777777777|p1|p3|p0|p1|p2|p0|p1-p3-p0-p1-p2-p0
1357|55|5|0.5|0.75|0.0|0.5|0.6666666666666666|1.0|0.5694444444444444|p1|p3|p0|p1|p2|p1|p1-p3-p0-p1-p2-p1
1358|54|4|0.5|0.75|0.0|0.5|1.0|0.0|0.4583333333333333|p1|p3|p0|p1|p3|p0|p1-p3-p0-p1-p3-p0
1359|55|5|0.5|0.75|0.0|0.5|1.0|1.0|0.625|p1|p3|p0|p1|p3|p1|p1-p3-p0-p1-p3-p1
1360|52|3|0.5|0.75|0.0|1.0|0.0|0.0|0.375|p1|p3|p0|p2|p0|p0|p1-p3-p0-p2-p0-p0
1361|53|4|0.5|0.75|0.0|1.0|0.0|1.0|0.5416666666666666|p1|p3|p0|p2|p0|p1|p1-p3-p0-p2-p0-p1
1362|54|4|0.5|0.75|0.0|1.0|0.3333333333333333|0.0|0.4305555555555556|p1|p3|p0|p2|p1|p0|p1-p3-p0-p2-p1-p0
1363|55|5|0.5|0.75|0.0|1.0|0.3333333333333333|1.0|0.5972222222222222|p1|p3|p0|p2|p1|p1|p1-p3-p0-p2-p1-p1
1364|54|4|0.5|0.75|0.0|1.0|0.6666666666666666|0.0|0.4861111111111111|p1|p3|p0|p2|p2|p0|p1-p3-p0-p2-p2-p0
1365|55|5|0.5|0.75|0.0|1.0|0.6666666666666666|1.0|0.6527777777777778|p1|p3|p0|p2|p2|p1|p1-p3-p0-p2-p2-p1
1366|54|4|0.5|0.75|0.0|1.0|1.0|0.0|0.5416666666666666|p1|p3|p0|p2|p3|p0|p1-p3-p0-p2-p3-p0
1367|55|5|0.5|0.75|0.0|1.0|1.0|1.0|0.7083333333333334|p1|p3|p0|p2|p3|p1|p1-p3-p0-p2-p3-p1
1368|56|3|0.5|0.75|0.1666666666666666|0.0|0.0|0.0|0.2361111111111111|p1|p3|p1|p0|p0|p0|p1-p3-p1-p0-p0-p0
1369|57|4|0.5|0.75|0.1666666666666666|0.0|0.0|1.0|0.4027777777777778|p1|p3|p1|p0|p0|p1|p1-p3-p1-p0-p0-p1
1370|58|4|0.5|0.75|0.1666666666666666|0.0|0.3333333333333333|0.0|0.2916666666666667|p1|p3|p1|p0|p1|p0|p1-p3-p1-p0-p1-p0
1371|59|5|0.5|0.75|0.1666666666666666|0.0|0.3333333333333333|1.0|0.4583333333333333|p1|p3|p1|p0|p1|p1|p1-p3-p1-p0-p1-p1
1372|58|4|0.5|0.75|0.1666666666666666|0.0|0.6666666666666666|0.0|0.3472222222222222|p1|p3|p1|p0|p2|p0|p1-p3-p1-p0-p2-p0
1373|59|5|0.5|0.75|0.1666666666666666|0.0|0.6666666666666666|1.0|0.513888888888889|p1|p3|p1|p0|p2|p1|p1-p3-p1-p0-p2-p1
1374|58|4|0.5|0.75|0.1666666666666666|0.0|1.0|0.0|0.4027777777777778|p1|p3|p1|p0|p3|p0|p1-p3-p1-p0-p3-p0
1375|59|5|0.5|0.75|0.1666666666666666|0.0|1.0|1.0|0.5694444444444445|p1|p3|p1|p0|p3|p1|p1-p3-p1-p0-p3-p1
1376|60|4|0.5|0.75|0.1666666666666666|0.5|0.0|0.0|0.3194444444444445|p1|p3|p1|p1|p0|p0|p1-p3-p1-p1-p0-p0
1377|61|5|0.5|0.75|0.1666666666666666|0.5|0.0|1.0|0.4861111111111111|p1|p3|p1|p1|p0|p1|p1-p3-p1-p1-p0-p1
1378|62|5|0.5|0.75|0.1666666666666666|0.5|0.3333333333333333|0.0|0.375|p1|p3|p1|p1|p1|p0|p1-p3-p1-p1-p1-p0
1379|63|6|0.5|0.75|0.1666666666666666|0.5|0.3333333333333333|1.0|0.5416666666666666|p1|p3|p1|p1|p1|p1|p1-p3-p1-p1-p1-p1
1380|62|5|0.5|0.75|0.1666666666666666|0.5|0.6666666666666666|0.0|0.4305555555555556|p1|p3|p1|p1|p2|p0|p1-p3-p1-p1-p2-p0
1381|63|6|0.5|0.75|0.1666666666666666|0.5|0.6666666666666666|1.0|0.5972222222222222|p1|p3|p1|p1|p2|p1|p1-p3-p1-p1-p2-p1
1382|62|5|0.5|0.75|0.1666666666666666|0.5|1.0|0.0|0.4861111111111111|p1|p3|p1|p1|p3|p0|p1-p3-p1-p1-p3-p0
1383|63|6|0.5|0.75|0.1666666666666666|0.5|1.0|1.0|0.6527777777777778|p1|p3|p1|p1|p3|p1|p1-p3-p1-p1-p3-p1
1384|60|4|0.5|0.75|0.1666666666666666|1.0|0.0|0.0|0.4027777777777778|p1|p3|p1|p2|p0|p0|p1-p3-p1-p2-p0-p0
1385|61|5|0.5|0.75|0.1666666666666666|1.0|0.0|1.0|0.5694444444444445|p1|p3|p1|p2|p0|p1|p1-p3-p1-p2-p0-p1
1386|62|5|0.5|0.75|0.1666666666666666|1.0|0.3333333333333333|0.0|0.4583333333333334|p1|p3|p1|p2|p1|p0|p1-p3-p1-p2-p1-p0
1387|63|6|0.5|0.75|0.1666666666666666|1.0|0.3333333333333333|1.0|0.6250000000000001|p1|p3|p1|p2|p1|p1|p1-p3-p1-p2-p1-p1
1388|62|5|0.5|0.75|0.1666666666666666|1.0|0.6666666666666666|0.0|0.513888888888889|p1|p3|p1|p2|p2|p0|p1-p3-p1-p2-p2-p0
1389|63|6|0.5|0.75|0.1666666666666666|1.0|0.6666666666666666|1.0|0.6805555555555557|p1|p3|p1|p2|p2|p1|p1-p3-p1-p2-p2-p1
1390|62|5|0.5|0.75|0.1666666666666666|1.0|1.0|0.0|0.5694444444444445|p1|p3|p1|p2|p3|p0|p1-p3-p1-p2-p3-p0
1391|63|6|0.5|0.75|0.1666666666666666|1.0|1.0|1.0|0.7361111111111112|p1|p3|p1|p2|p3|p1|p1-p3-p1-p2-p3-p1
1392|56|3|0.5|0.75|0.3333333333333333|0.0|0.0|0.0|0.2638888888888889|p1|p3|p2|p0|p0|p0|p1-p3-p2-p0-p0-p0
1393|57|4|0.5|0.75|0.3333333333333333|0.0|0.0|1.0|0.4305555555555555|p1|p3|p2|p0|p0|p1|p1-p3-p2-p0-p0-p1
1394|58|4|0.5|0.75|0.3333333333333333|0.0|0.3333333333333333|0.0|0.3194444444444444|p1|p3|p2|p0|p1|p0|p1-p3-p2-p0-p1-p0
1395|59|5|0.5|0.75|0.3333333333333333|0.0|0.3333333333333333|1.0|0.4861111111111111|p1|p3|p2|p0|p1|p1|p1-p3-p2-p0-p1-p1
1396|58|4|0.5|0.75|0.3333333333333333|0.0|0.6666666666666666|0.0|0.375|p1|p3|p2|p0|p2|p0|p1-p3-p2-p0-p2-p0
1397|59|5|0.5|0.75|0.3333333333333333|0.0|0.6666666666666666|1.0|0.5416666666666666|p1|p3|p2|p0|p2|p1|p1-p3-p2-p0-p2-p1
1398|58|4|0.5|0.75|0.3333333333333333|0.0|1.0|0.0|0.4305555555555555|p1|p3|p2|p0|p3|p0|p1-p3-p2-p0-p3-p0
1399|59|5|0.5|0.75|0.3333333333333333|0.0|1.0|1.0|0.5972222222222222|p1|p3|p2|p0|p3|p1|p1-p3-p2-p0-p3-p1
1400|60|4|0.5|0.75|0.3333333333333333|0.5|0.0|0.0|0.3472222222222221|p1|p3|p2|p1|p0|p0|p1-p3-p2-p1-p0-p0
1401|61|5|0.5|0.75|0.3333333333333333|0.5|0.0|1.0|0.5138888888888888|p1|p3|p2|p1|p0|p1|p1-p3-p2-p1-p0-p1
1402|62|5|0.5|0.75|0.3333333333333333|0.5|0.3333333333333333|0.0|0.4027777777777777|p1|p3|p2|p1|p1|p0|p1-p3-p2-p1-p1-p0
1403|63|6|0.5|0.75|0.3333333333333333|0.5|0.3333333333333333|1.0|0.5694444444444444|p1|p3|p2|p1|p1|p1|p1-p3-p2-p1-p1-p1
1404|62|5|0.5|0.75|0.3333333333333333|0.5|0.6666666666666666|0.0|0.4583333333333332|p1|p3|p2|p1|p2|p0|p1-p3-p2-p1-p2-p0
1405|63|6|0.5|0.75|0.3333333333333333|0.5|0.6666666666666666|1.0|0.6249999999999999|p1|p3|p2|p1|p2|p1|p1-p3-p2-p1-p2-p1
1406|62|5|0.5|0.75|0.3333333333333333|0.5|1.0|0.0|0.5138888888888888|p1|p3|p2|p1|p3|p0|p1-p3-p2-p1-p3-p0
1407|63|6|0.5|0.75|0.3333333333333333|0.5|1.0|1.0|0.6805555555555555|p1|p3|p2|p1|p3|p1|p1-p3-p2-p1-p3-p1
1408|60|4|0.5|0.75|0.3333333333333333|1.0|0.0|0.0|0.4305555555555555|p1|p3|p2|p2|p0|p0|p1-p3-p2-p2-p0-p0
1409|61|5|0.5|0.75|0.3333333333333333|1.0|0.0|1.0|0.5972222222222222|p1|p3|p2|p2|p0|p1|p1-p3-p2-p2-p0-p1
1410|62|5|0.5|0.75|0.3333333333333333|1.0|0.3333333333333333|0.0|0.4861111111111111|p1|p3|p2|p2|p1|p0|p1-p3-p2-p2-p1-p0
1411|63|6|0.5|0.75|0.3333333333333333|1.0|0.3333333333333333|1.0|0.6527777777777778|p1|p3|p2|p2|p1|p1|p1-p3-p2-p2-p1-p1
1412|62|5|0.5|0.75|0.3333333333333333|1.0|0.6666666666666666|0.0|0.5416666666666666|p1|p3|p2|p2|p2|p0|p1-p3-p2-p2-p2-p0
1413|63|6|0.5|0.75|0.3333333333333333|1.0|0.6666666666666666|1.0|0.7083333333333334|p1|p3|p2|p2|p2|p1|p1-p3-p2-p2-p2-p1
1414|62|5|0.5|0.75|0.3333333333333333|1.0|1.0|0.0|0.5972222222222222|p1|p3|p2|p2|p3|p0|p1-p3-p2-p2-p3-p0
1415|63|6|0.5|0.75|0.3333333333333333|1.0|1.0|1.0|0.7638888888888888|p1|p3|p2|p2|p3|p1|p1-p3-p2-p2-p3-p1
1416|56|3|0.5|0.75|0.5|0.0|0.0|0.0|0.2916666666666667|p1|p3|p3|p0|p0|p0|p1-p3-p3-p0-p0-p0
1417|57|4|0.5|0.75|0.5|0.0|0.0|1.0|0.4583333333333333|p1|p3|p3|p0|p0|p1|p1-p3-p3-p0-p0-p1
1418|58|4|0.5|0.75|0.5|0.0|0.3333333333333333|0.0|0.3472222222222222|p1|p3|p3|p0|p1|p0|p1-p3-p3-p0-p1-p0
1419|59|5|0.5|0.75|0.5|0.0|0.3333333333333333|1.0|0.513888888888889|p1|p3|p3|p0|p1|p1|p1-p3-p3-p0-p1-p1
1420|58|4|0.5|0.75|0.5|0.0|0.6666666666666666|0.0|0.4027777777777777|p1|p3|p3|p0|p2|p0|p1-p3-p3-p0-p2-p0
1421|59|5|0.5|0.75|0.5|0.0|0.6666666666666666|1.0|0.5694444444444444|p1|p3|p3|p0|p2|p1|p1-p3-p3-p0-p2-p1
1422|58|4|0.5|0.75|0.5|0.0|1.0|0.0|0.4583333333333333|p1|p3|p3|p0|p3|p0|p1-p3-p3-p0-p3-p0
1423|59|5|0.5|0.75|0.5|0.0|1.0|1.0|0.625|p1|p3|p3|p0|p3|p1|p1-p3-p3-p0-p3-p1
1424|60|4|0.5|0.75|0.5|0.5|0.0|0.0|0.375|p1|p3|p3|p1|p0|p0|p1-p3-p3-p1-p0-p0
1425|61|5|0.5|0.75|0.5|0.5|0.0|1.0|0.5416666666666666|p1|p3|p3|p1|p0|p1|p1-p3-p3-p1-p0-p1
1426|62|5|0.5|0.75|0.5|0.5|0.3333333333333333|0.0|0.4305555555555556|p1|p3|p3|p1|p1|p0|p1-p3-p3-p1-p1-p0
1427|63|6|0.5|0.75|0.5|0.5|0.3333333333333333|1.0|0.5972222222222222|p1|p3|p3|p1|p1|p1|p1-p3-p3-p1-p1-p1
1428|62|5|0.5|0.75|0.5|0.5|0.6666666666666666|0.0|0.4861111111111111|p1|p3|p3|p1|p2|p0|p1-p3-p3-p1-p2-p0
1429|63|6|0.5|0.75|0.5|0.5|0.6666666666666666|1.0|0.6527777777777778|p1|p3|p3|p1|p2|p1|p1-p3-p3-p1-p2-p1
1430|62|5|0.5|0.75|0.5|0.5|1.0|0.0|0.5416666666666666|p1|p3|p3|p1|p3|p0|p1-p3-p3-p1-p3-p0
1431|63|6|0.5|0.75|0.5|0.5|1.0|1.0|0.7083333333333334|p1|p3|p3|p1|p3|p1|p1-p3-p3-p1-p3-p1
1432|60|4|0.5|0.75|0.5|1.0|0.0|0.0|0.4583333333333333|p1|p3|p3|p2|p0|p0|p1-p3-p3-p2-p0-p0
1433|61|5|0.5|0.75|0.5|1.0|0.0|1.0|0.625|p1|p3|p3|p2|p0|p1|p1-p3-p3-p2-p0-p1
1434|62|5|0.5|0.75|0.5|1.0|0.3333333333333333|0.0|0.513888888888889|p1|p3|p3|p2|p1|p0|p1-p3-p3-p2-p1-p0
1435|63|6|0.5|0.75|0.5|1.0|0.3333333333333333|1.0|0.6805555555555557|p1|p3|p3|p2|p1|p1|p1-p3-p3-p2-p1-p1
1436|62|5|0.5|0.75|0.5|1.0|0.6666666666666666|0.0|0.5694444444444444|p1|p3|p3|p2|p2|p0|p1-p3-p3-p2-p2-p0
1437|63|6|0.5|0.75|0.5|1.0|0.6666666666666666|1.0|0.736111111111111|p1|p3|p3|p2|p2|p1|p1-p3-p3-p2-p2-p1
1438|62|5|0.5|0.75|0.5|1.0|1.0|0.0|0.625|p1|p3|p3|p2|p3|p0|p1-p3-p3-p2-p3-p0
1439|63|6|0.5|0.75|0.5|1.0|1.0|1.0|0.7916666666666666|p1|p3|p3|p2|p3|p1|p1-p3-p3-p2-p3-p1
1440|56|3|0.5|0.75|0.6666666666666666|0.0|0.0|0.0|0.3194444444444444|p1|p3|p4|p0|p0|p0|p1-p3-p4-p0-p0-p0
1441|57|4|0.5|0.75|0.6666666666666666|0.0|0.0|1.0|0.4861111111111111|p1|p3|p4|p0|p0|p1|p1-p3-p4-p0-p0-p1
1442|58|4|0.5|0.75|0.6666666666666666|0.0|0.3333333333333333|0.0|0.375|p1|p3|p4|p0|p1|p0|p1-p3-p4-p0-p1-p0
1443|59|5|0.5|0.75|0.6666666666666666|0.0|0.3333333333333333|1.0|0.5416666666666666|p1|p3|p4|p0|p1|p1|p1-p3-p4-p0-p1-p1
1444|58|4|0.5|0.75|0.6666666666666666|0.0|0.6666666666666666|0.0|0.4305555555555555|p1|p3|p4|p0|p2|p0|p1-p3-p4-p0-p2-p0
1445|59|5|0.5|0.75|0.6666666666666666|0.0|0.6666666666666666|1.0|0.5972222222222222|p1|p3|p4|p0|p2|p1|p1-p3-p4-p0-p2-p1
1446|58|4|0.5|0.75|0.6666666666666666|0.0|1.0|0.0|0.4861111111111111|p1|p3|p4|p0|p3|p0|p1-p3-p4-p0-p3-p0
1447|59|5|0.5|0.75|0.6666666666666666|0.0|1.0|1.0|0.6527777777777778|p1|p3|p4|p0|p3|p1|p1-p3-p4-p0-p3-p1
1448|60|4|0.5|0.75|0.6666666666666666|0.5|0.0|0.0|0.4027777777777777|p1|p3|p4|p1|p0|p0|p1-p3-p4-p1-p0-p0
1449|61|5|0.5|0.75|0.6666666666666666|0.5|0.0|1.0|0.5694444444444444|p1|p3|p4|p1|p0|p1|p1-p3-p4-p1-p0-p1
1450|62|5|0.5|0.75|0.6666666666666666|0.5|0.3333333333333333|0.0|0.4583333333333333|p1|p3|p4|p1|p1|p0|p1-p3-p4-p1-p1-p0
1451|63|6|0.5|0.75|0.6666666666666666|0.5|0.3333333333333333|1.0|0.625|p1|p3|p4|p1|p1|p1|p1-p3-p4-p1-p1-p1
1452|62|5|0.5|0.75|0.6666666666666666|0.5|0.6666666666666666|0.0|0.5138888888888888|p1|p3|p4|p1|p2|p0|p1-p3-p4-p1-p2-p0
1453|63|6|0.5|0.75|0.6666666666666666|0.5|0.6666666666666666|1.0|0.6805555555555555|p1|p3|p4|p1|p2|p1|p1-p3-p4-p1-p2-p1
1454|62|5|0.5|0.75|0.6666666666666666|0.5|1.0|0.0|0.5694444444444444|p1|p3|p4|p1|p3|p0|p1-p3-p4-p1-p3-p0
1455|63|6|0.5|0.75|0.6666666666666666|0.5|1.0|1.0|0.736111111111111|p1|p3|p4|p1|p3|p1|p1-p3-p4-p1-p3-p1
1456|60|4|0.5|0.75|0.6666666666666666|1.0|0.0|0.0|0.4861111111111111|p1|p3|p4|p2|p0|p0|p1-p3-p4-p2-p0-p0
1457|61|5|0.5|0.75|0.6666666666666666|1.0|0.0|1.0|0.6527777777777778|p1|p3|p4|p2|p0|p1|p1-p3-p4-p2-p0-p1
1458|62|5|0.5|0.75|0.6666666666666666|1.0|0.3333333333333333|0.0|0.5416666666666666|p1|p3|p4|p2|p1|p0|p1-p3-p4-p2-p1-p0
1459|63|6|0.5|0.75|0.6666666666666666|1.0|0.3333333333333333|1.0|0.7083333333333334|p1|p3|p4|p2|p1|p1|p1-p3-p4-p2-p1-p1
1460|62|5|0.5|0.75|0.6666666666666666|1.0|0.6666666666666666|0.0|0.5972222222222222|p1|p3|p4|p2|p2|p0|p1-p3-p4-p2-p2-p0
1461|63|6|0.5|0.75|0.6666666666666666|1.0|0.6666666666666666|1.0|0.7638888888888888|p1|p3|p4|p2|p2|p1|p1-p3-p4-p2-p2-p1
1462|62|5|0.5|0.75|0.6666666666666666|1.0|1.0|0.0|0.6527777777777778|p1|p3|p4|p2|p3|p0|p1-p3-p4-p2-p3-p0
1463|63|6|0.5|0.75|0.6666666666666666|1.0|1.0|1.0|0.8194444444444443|p1|p3|p4|p2|p3|p1|p1-p3-p4-p2-p3-p1
1464|56|3|0.5|0.75|0.8333333333333334|0.0|0.0|0.0|0.3472222222222222|p1|p3|p5|p0|p0|p0|p1-p3-p5-p0-p0-p0
1465|57|4|0.5|0.75|0.8333333333333334|0.0|0.0|1.0|0.513888888888889|p1|p3|p5|p0|p0|p1|p1-p3-p5-p0-p0-p1
1466|58|4|0.5|0.75|0.8333333333333334|0.0|0.3333333333333333|0.0|0.4027777777777778|p1|p3|p5|p0|p1|p0|p1-p3-p5-p0-p1-p0
1467|59|5|0.5|0.75|0.8333333333333334|0.0|0.3333333333333333|1.0|0.5694444444444445|p1|p3|p5|p0|p1|p1|p1-p3-p5-p0-p1-p1
1468|58|4|0.5|0.75|0.8333333333333334|0.0|0.6666666666666666|0.0|0.4583333333333333|p1|p3|p5|p0|p2|p0|p1-p3-p5-p0-p2-p0
1469|59|5|0.5|0.75|0.8333333333333334|0.0|0.6666666666666666|1.0|0.625|p1|p3|p5|p0|p2|p1|p1-p3-p5-p0-p2-p1
1470|58|4|0.5|0.75|0.8333333333333334|0.0|1.0|0.0|0.513888888888889|p1|p3|p5|p0|p3|p0|p1-p3-p5-p0-p3-p0
1471|59|5|0.5|0.75|0.8333333333333334|0.0|1.0|1.0|0.6805555555555557|p1|p3|p5|p0|p3|p1|p1-p3-p5-p0-p3-p1
1472|60|4|0.5|0.75|0.8333333333333334|0.5|0.0|0.0|0.4305555555555556|p1|p3|p5|p1|p0|p0|p1-p3-p5-p1-p0-p0
1473|61|5|0.5|0.75|0.8333333333333334|0.5|0.0|1.0|0.5972222222222222|p1|p3|p5|p1|p0|p1|p1-p3-p5-p1-p0-p1
1474|62|5|0.5|0.75|0.8333333333333334|0.5|0.3333333333333333|0.0|0.4861111111111111|p1|p3|p5|p1|p1|p0|p1-p3-p5-p1-p1-p0
1475|63|6|0.5|0.75|0.8333333333333334|0.5|0.3333333333333333|1.0|0.6527777777777778|p1|p3|p5|p1|p1|p1|p1-p3-p5-p1-p1-p1
1476|62|5|0.5|0.75|0.8333333333333334|0.5|0.6666666666666666|0.0|0.5416666666666666|p1|p3|p5|p1|p2|p0|p1-p3-p5-p1-p2-p0
1477|63|6|0.5|0.75|0.8333333333333334|0.5|0.6666666666666666|1.0|0.7083333333333334|p1|p3|p5|p1|p2|p1|p1-p3-p5-p1-p2-p1
1478|62|5|0.5|0.75|0.8333333333333334|0.5|1.0|0.0|0.5972222222222222|p1|p3|p5|p1|p3|p0|p1-p3-p5-p1-p3-p0
1479|63|6|0.5|0.75|0.8333333333333334|0.5|1.0|1.0|0.763888888888889|p1|p3|p5|p1|p3|p1|p1-p3-p5-p1-p3-p1
1480|60|4|0.5|0.75|0.8333333333333334|1.0|0.0|0.0|0.513888888888889|p1|p3|p5|p2|p0|p0|p1-p3-p5-p2-p0-p0
1481|61|5|0.5|0.75|0.8333333333333334|1.0|0.0|1.0|0.6805555555555557|p1|p3|p5|p2|p0|p1|p1-p3-p5-p2-p0-p1
1482|62|5|0.5|0.75|0.8333333333333334|1.0|0.3333333333333333|0.0|0.5694444444444445|p1|p3|p5|p2|p1|p0|p1-p3-p5-p2-p1-p0
1483|63|6|0.5|0.75|0.8333333333333334|1.0|0.3333333333333333|1.0|0.7361111111111112|p1|p3|p5|p2|p1|p1|p1-p3-p5-p2-p1-p1
